transaction_id,created_at,reporting_month,account_id,counterparty_account,transaction_group_id,transaction_type,status,amount,currency,balance_before,balance_after,regulatory_code,finalized,record_hash,prev_record_hash,metadata,_ingested_at,amount_signed,balance_delta,metadata_channel,metadata_note,created_date,created_month,monto_firmado,val_balance,val_reporting_month,val_amount,val_hash_present,val_hash_chain,val_unique_id,registro_valido,observaciones
tx000000-0000-0000-0000-00000000008A,2026-05-23 10:40:00+00:00,2026-05,ACC1004,MERCH-777,GRP-202605-23,DEBIT,COMPLETED,35.0,USD,610.01,575.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008A,hash000000000000000000000000000000000000000000000000000000000076,note=snack,2026-05-27T05:06:40.291935Z,-35.0,-35.0,,snack,2026-05-23,2026-05,-35.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000008B,2026-05-24 11:50:00+00:00,2026-05,ACC1005,CLIENT-555,GRP-202605-24,CREDIT,COMPLETED,220.0,USD,2670.0,2890.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008B,hash000000000000000000000000000000000000000000000000000000000077,note=deposit,2026-05-27T05:06:40.291935Z,220.0,220.0,,deposit,2026-05-24,2026-05,220.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000008C,2026-05-25 12:00:00+00:00,2026-05,ACC1006,CLIENT-888,GRP-202605-25,DEBIT,COMPLETED,27.0,USD,543.0,516.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008C,hash000000000000000000000000000000000000000000000000000000000078,note=service,2026-05-27T05:06:40.291935Z,-27.0,-27.0,,service,2026-05-25,2026-05,-27.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000008D,2026-05-26 13:10:00+00:00,2026-05,ACC1007,CLIENT-999,GRP-202605-26,CREDIT,COMPLETED,260.0,USD,2470.0,2730.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008D,hash000000000000000000000000000000000000000000000000000000000079,note=salary,2026-05-27T05:06:40.291935Z,260.0,260.0,,salary,2026-05-26,2026-05,260.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000008E,2026-05-27 14:20:00+00:00,2026-05,ACC1008,MERCH-500,GRP-202605-27,DEBIT,COMPLETED,14.0,USD,462.0,448.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008E,hash00000000000000000000000000000000000000000000000000000000007A,note=drink,2026-05-27T05:06:40.291935Z,-14.0,-14.0,,drink,2026-05-27,2026-05,-14.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000008F,2026-05-28 15:30:00+00:00,2026-05,ACC1009,CLIENT-444,GRP-202605-28,CREDIT,COMPLETED,400.0,USD,3220.0,3620.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000008F,hash00000000000000000000000000000000000000000000000000000000007B,note=deposit,2026-05-27T05:06:40.291935Z,400.0,400.0,,deposit,2026-05-28,2026-05,400.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000090,2026-05-29 16:40:00+00:00,2026-05,ACC1010,MERCH-303,GRP-202605-29,DEBIT,COMPLETED,120.0,USD,1111.0,991.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000090,hash00000000000000000000000000000000000000000000000000000000007C,note=clothes,2026-05-27T05:06:40.291935Z,-120.0,-120.0,,clothes,2026-05-29,2026-05,-120.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000091,2026-05-30 17:50:00+00:00,2026-05,ACC1011,CLIENT-121,GRP-202605-30,CREDIT,COMPLETED,350.0,USD,4550.0,4900.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000091,hash00000000000000000000000000000000000000000000000000000000007D,note=bonus,2026-05-27T05:06:40.291935Z,350.0,350.0,,bonus,2026-05-30,2026-05,350.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000092,2026-05-31 08:00:00+00:00,2026-05,ACC1012,MERCH-101,GRP-202605-31,DEBIT,COMPLETED,11.0,USD,349.0,338.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000092,hash00000000000000000000000000000000000000000000000000000000007E,note=market,2026-05-27T05:06:40.291935Z,-11.0,-11.0,,market,2026-05-31,2026-05,-11.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000093,2026-06-01 09:10:00+00:00,2026-06,ACC1013,CLIENT-313,GRP-202606-01,CREDIT,COMPLETED,300.0,USD,2760.0,3060.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000093,hash00000000000000000000000000000000000000000000000000000000007F,note=deposit,2026-05-27T05:06:40.291935Z,300.0,300.0,,deposit,2026-06-01,2026-06,300.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000094,2026-06-02 10:20:00+00:00,2026-06,ACC1014,MERCH-202,GRP-202606-02,DEBIT,COMPLETED,65.0,USD,752.0,687.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000094,hash000000000000000000000000000000000000000000000000000000000080,note=books,2026-05-27T05:06:40.291935Z,-65.0,-65.0,,books,2026-06-02,2026-06,-65.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000095,2026-06-03 11:30:00+00:00,2026-06,ACC1015,CLIENT-515,GRP-202606-03,CREDIT,COMPLETED,1200.0,USD,4300.0,5500.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000095,hash000000000000000000000000000000000000000000000000000000000081,note=salary,2026-05-27T05:06:40.291935Z,1200.0,1200.0,,salary,2026-06-03,2026-06,1200.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000096,2026-06-04 12:40:00+00:00,2026-06,ACC1016,MERCH-404,GRP-202606-04,DEBIT,COMPLETED,39.0,USD,816.01,777.01,RPT01,True,hash000000000000000000000000000000000000000000000000000000000096,hash000000000000000000000000000000000000000000000000000000000082,note=tech,2026-05-27T05:06:40.291935Z,-39.0,-39.0,,tech,2026-06-04,2026-06,-39.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000097,2026-06-05 13:50:00+00:00,2026-06,ACC1017,CLIENT-727,GRP-202606-05,CREDIT,COMPLETED,450.0,USD,2750.0,3200.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000097,hash000000000000000000000000000000000000000000000000000000000083,note=deposit,2026-05-27T05:06:40.291935Z,450.0,450.0,,deposit,2026-06-05,2026-06,450.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000098,2026-06-06 14:00:00+00:00,2026-06,ACC1018,MERCH-909,GRP-202606-06,DEBIT,COMPLETED,31.0,USD,203.5,172.5,RPT01,True,hash000000000000000000000000000000000000000000000000000000000098,hash000000000000000000000000000000000000000000000000000000000084,note=retail,2026-05-27T05:06:40.291935Z,-31.0,-31.0,,retail,2026-06-06,2026-06,-31.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-000000000099,2026-06-07 15:10:00+00:00,2026-06,ACC1019,CLIENT-929,GRP-202606-07,CREDIT,COMPLETED,600.0,USD,2950.0,3550.0,RPT01,True,hash000000000000000000000000000000000000000000000000000000000099,hash000000000000000000000000000000000000000000000000000000000085,note=deposit,2026-05-27T05:06:40.291935Z,600.0,600.0,,deposit,2026-06-07,2026-06,600.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000009A,2026-06-08 16:20:00+00:00,2026-06,ACC1020,MERCH-111,GRP-202606-08,DEBIT,COMPLETED,6.0,USD,59.52,53.52,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009A,hash000000000000000000000000000000000000000000000000000000000086,note=fee,2026-05-27T05:06:40.291935Z,-6.0,-6.0,,fee,2026-06-08,2026-06,-6.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000009B,2026-06-09 17:30:00+00:00,2026-06,ACC1001,CLIENT-100,GRP-202606-09,DEBIT,COMPLETED,800.0,USD,4900.0,4100.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009B,hash000000000000000000000000000000000000000000000000000000000087,note=transfer out,2026-05-27T05:06:40.291935Z,-800.0,-800.0,,transfer out,2026-06-09,2026-06,-800.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000009C,2026-06-10 08:40:00+00:00,2026-06,ACC1002,CLIENT-771,GRP-202606-10,CREDIT,COMPLETED,250.0,USD,4000.0,4250.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009C,hash000000000000000000000000000000000000000000000000000000000088,note=payment,2026-05-27T05:06:40.291935Z,250.0,250.0,,payment,2026-06-10,2026-06,250.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000009D,2026-06-11 09:50:00+00:00,2026-06,ACC1003,CLIENT-222,GRP-202606-11,DEBIT,COMPLETED,95.0,USD,2605.0,2510.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009D,hash000000000000000000000000000000000000000000000000000000000089,note=bill payment,2026-05-27T05:06:40.291935Z,-95.0,-95.0,,bill payment,2026-06-11,2026-06,-95.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000009E,2026-06-12 10:00:00+00:00,2026-06,ACC1004,MERCH-777,GRP-202606-12,DEBIT,COMPLETED,55.0,USD,575.01,520.01,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009E,hash00000000000000000000000000000000000000000000000000000000008A,note=snack,2026-05-27T05:06:40.291935Z,-55.0,-55.0,,snack,2026-06-12,2026-06,-55.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-00000000009F,2026-06-13 11:10:00+00:00,2026-06,ACC1005,CLIENT-555,GRP-202606-13,CREDIT,COMPLETED,260.0,USD,2890.0,3150.0,RPT01,True,hash00000000000000000000000000000000000000000000000000000000009F,hash00000000000000000000000000000000000000000000000000000000008B,note=deposit,2026-05-27T05:06:40.291935Z,260.0,260.0,,deposit,2026-06-13,2026-06,260.0,True,True,True,True,False,True,False,Cadena de hashes inválida
tx000000-0000-0000-0000-0000000000FF,2026-06-14 12:20:00+00:00,2026-06,ACC1006,CLIENT-888,GRP-202606-14,DEBIT,COMPLETED,33.0,USD,516.0,483.0,RPT01,True,duplicatehash,hash00000000000000000000000000000000000000000000000000000000008C,note=duplicate hash test,2026-05-27T05:06:40.291935Z,-33.0,-33.0,,duplicate hash test,2026-06-14,2026-06,-33.0,True,True,True,True,False,True,False,Cadena de hashes inválida
